$Price/Unit,% 1-Bed,% 2-Bed,% 3-Bed,% Studios,Affordable Type,Amenities,Anchor GLA,Anchor Tenants,Architect Name,Ask Rent/SF,Ask Rent/Unit,Average Weighted Rent,Avg Concessions %,Avg Rent-Direct (Industrial),Avg Rent-Direct (Office),Avg Rent-Direct (Retail),Avg Rent-Sublet (Industrial),Avg Rent-Sublet (Office),Avg Rent-Sublet (Retail),Avg Unit Size,Building Address,Building Class,Building Location,Building Name,Building Operating Expenses,Building Park,Building Status,Building Tax Expenses,Cap Rate,Ceiling Height Range,City,Closest Transit Stop,Closest Transit Stop Dist (mi),Closest Transit Stop Walk Time (min),Column Spacing,Construction Material,Core Factor,County Name,Cross Street,Days On Market,Developer Name,Direct Available Space,Direct Services,Direct Vacant Space,Drive Ins,Effective Rent/SF,Effective Rent/Unit,Energy Star,Exp Year,Features,For Sale Price,For Sale Status,Gas,Heating,LEED Certified,Land Area (AC),Last Sale Date,Last Sale Price,Latitude,Leasing Company Address,Leasing Company City State Zip,Leasing Company Contact,Leasing Company Fax,Leasing Company Name,Leasing Company Phone,Longitude,Market Name,Market Segment,Max Building Contiguous Space,Max Floor Contiguous Space,Number Of 1 Bedrooms,Number Of 2 Bedrooms,Number Of 3 Bedrooms,Number Of Cranes,Number Of Elevators,Number Of Loading Docks,Number Of Other Bedrooms,Number Of Parking Spaces,Number Of Stories,Number Of Studios,Number Of Units,Office Space,One Bedroom Mix,One Bedroom Rent High,One Bedroom Rent Low,Ops Expense,Ops Expense Per SF,Other Bedroom Rent High,Other Bedroom Rent Low,Other Mix,Owner Address,Owner City State Zip,Owner Contact,Owner Name,Owner Phone,Parcel Number 1(Min),Parcel Number 2(Max),Parking Ratio,Parking Spaces/Unit,Percent Leased,Power,Primary Agent Name,Property Manager Address,Property Manager City State Zip,Property Manager Contact,Property Manager Name,Property Manager Phone,PropertyID,PropertyType,Rail Lines,Rent Type,Rentable Building Area,Secondary Type,Serial,Services,Sewer,Smallest Available Space,Sprinklers,Star Rating,State,Style,Sublet Available Space,Sublet Services,Sublet Vacant Space,Submarket Cluster,Submarket Name,Tax Year,Taxes Per SF,Taxes Total,Three Bedroom Mix,Three Bedroom Rent High,Three Bedroom Rent Low,Total Available Space (SF),Total Buildings,Total New Space (SF),Total Relet Space (SF),Total Sublet Space (SF),Total Vacant Avail Relet Space (SF),Total Vacant Avail Sublet Space (SF),Total Vacant Available,Two Bedroom Mix,Two Bedroom Rent High,Two Bedroom Rent Low,Typical Floor Size,Vacancy %,Water,Year Built,Year Renovated,Zip,Zoning
,,,,,,,,,,,,-,,-,-,-,-,-,-,,2200 Sonoma Blvd,,,,2009 Tax @ $1.24/sf,,Existing,2009 Tax @ $1.24/sf,,,Vallejo,,,,,Masonry,,Solano,,,,,,,,,,,,,,N,,,,0.1492,12/27/2013 12:00,"345,000.00",38.1063742,3335 San Leandro St,"Oakland, CA  94601",Peter Liu,,Peter Y. Liu,5105173423,-122.2546002,North Bay/Santa Rosa,,,,,,,,0,,,4,1,,,,,,,,,,,,3335 San Leandro St,"Oakland, CA  94601",Peter Liu,Peter Y. Liu,5105173423,0056-106-190,0056-106-190,,,100,,Peter Liu,,,,,,902106,General Retail,,,6500,Freestanding,SO8838,,,,,1 Star,CA,,,,,Solano County Ret,Vallejo Ret,2009,1.24,8086.68,,,,,,,,,,,0,,,,6500,,,1934,,945905127,
,,,,,,,,,,,,-,,-,-,-,-,-,-,,2224 Sonoma Blvd,,,,2008 Tax @ $2.79/sf,,Existing,2008 Tax @ $2.79/sf,,,Vallejo,,,,,Masonry,,Solano,,,,,,,,,,,,,,N,,,,0.1492,,,38.1067279,,,,,,,-122.2545787,North Bay/Santa Rosa,,,,,,,,0,,,5,1,,,,,,,,,,,,4828 Loop Central Dr,"Houston, TX  770812212",,Liquidation Props Inc,,0056-106-190,0056-106-190,1.82,,100,,,,,,,,5982238,General Retail,,,2746,Auto Repair,ALX4ZA,,,,,1 Star,CA,,,,,Solano County Ret,Vallejo Ret,2008,2.79,7658.04,,,,,,,,,,,0,,,,2746,,,1934,,94590,
,,,,,,,,,,,,-,,-,-,-,-,-,-,,700 Jefferson St,,SEC Jefferson & W Texas,,2009 Tax @ $5.34/sf,McGinnis Corner,Existing,2009 Tax @ $5.34/sf,,,Fairfield,,,,,Reinforced Concrete,,Solano,,,,,,,,,,,,,,N,,,,0.1534,,,38.249413,,,,,,,-122.042112,North Bay/Santa Rosa,,,,,,,,0,,,8,1,,,,,,,,,,,,4311 Stonefield Ln,"Fairfield, CA  94534",,Jlc Contracting Inc,7078643309,0030-186-040,0030-186-040,1,,100,,,4311 Stonefield Ln,"Fairfield, CA  94534",,JLC Contracting Inc.,7075800563,7197279,General Retail,,,7760,Freestanding,BCP1PA,,,,,2 Star,CA,,,,,Solano County Ret,Fairfield Ret,2009,5.34,41423.76,,,,,,,,,,,0,,,,7760,,,1935,2005,94533,CM
,,,,,,,,,,,,-,,-,-,-,-,-,-,,707 Jefferson St,,,,2009 Tax @ $53.80/sf,,Existing,2009 Tax @ $53.80/sf,,,Fairfield,,,,,Reinforced Concrete,,Solano,,,,,,,,,,,,,,N,,,,0.3444,,,38.2495429,,,,,,,-122.0421184,North Bay/Santa Rosa,,,,,,,,0,,,,1,,,,,,,,,,,,4311 Stonefield Ln,"Fairfield, CA  94534",,Jlc Contracting Inc,,0030-186-040,0030-186-040,,,100,,,,,,,,7909398,General Retail,,,770,Storefront,B3LV4A,,,,,2 Star,CA,,,,,Solano County Ret,Fairfield Ret,2009,53.8,41423.76,,,,,,,,,,,0,,,,875,,,1935,,94533,
,,,,,,,,,,,,-,,-,-,-,-,-,-,,712-724 W Texas St,,,,2009 Tax @ $8.23/sf,,Existing,2009 Tax @ $8.23/sf,,,Fairfield,,,,,Wood Frame,,Solano,,,,,,,,,,,,,,N,,,,0.3444,,,38.249386,,,,,,,-122.042289,North Bay/Santa Rosa,,,,,,,,0,,,6,2,,,,,,,,,,,,4311 Stonefield Ln,"Fairfield, CA  94534",,Jlc Contracting Inc,,0030-186-040,0030-186-040,1.19,,100,,,,,,,,7909388,General Retail,,,5036,Storefront Retail/Office,B3LS3A,,,,,2 Star,CA,,,,,Solano County Ret,Fairfield Ret,2009,8.23,41423.76,,,,,,,,,,,0,,,,2862,,,1935,,94533,
,,,,,,,,,,,,-,,-,-,-,-,-,-,,295 N Front St,,,,2013 Tax @ $0.59/sf,,Existing,2013 Tax @ $0.59/sf,,,Rio Vista,,,,,,,Solano,,,,,,,,,,,,,,N,,,,0.33,,,38.160223,,,,,,,-121.687162,North Bay/Santa Rosa,,,,,,,,0,,,,,,,,,,,,,,,,555 4th,"Rio Vista, CA  94571",,John F Abel,,0178-122-040,0178-122-040,,,100,,,,,,,,7561178,General Retail,,,6857,,BVP4VA,,,,,2 Star,CA,,,,,Solano County Ret,Fairfield Ret,2013,0.59,4027.68,,,,,,,,,,,0,,,,,,,1935,,94571,
,,,,,,,,,,,,-,,-,-,-,-,-,-,,1500 Marin St,,,,2013 Tax @ $1.25/sf,,Existing,2013 Tax @ $1.25/sf,,,Vallejo,,,,,Masonry,,Solano,,,,,,,,,,,,,,N,,,,0.1492,1/18/2002 12:00,"260,000.00",38.1101942,,,,,,,-122.2561944,North Bay/Santa Rosa,,,,,,,,0,,,5,1,,,,,,,,,,,,3368 19th St,"San Francisco, CA  94110",,Parada Alex Christian,,0056-044-230,0056-044-230,1.7,,100,,,,,,,,5952405,General Retail,,,2941,Freestanding,A2NVZA,,,,,2 Star,CA,,,,,Solano County Ret,Vallejo Ret,2013,1.25,3668.28,,,,,,,,,,,0,,,,2940,,,1935,,94590,
,,,,,,,,,,,,-,,-,-,-,-,-,-,,2314 Sonoma Blvd,,,,2013 Tax @ $1.03/sf,,Existing,2013 Tax @ $1.03/sf,,,Vallejo,,,,,Masonry,,Solano,,,,,,,,,,,,,,N,,,,0.0402,,,38.107463,,,,,,,-122.254567,North Bay/Santa Rosa,,,,,,,,0,,,5,1,,,,,,,,,,,,2314 Sonoma Blvd,"Vallejo, CA  94590",,Athwal Harjinder S & R K,,0056-105-210,0056-105-210,3.08,,100,,,,,,,,5982257,General Retail,,,1626,Convenience Store,ALXJZA,,,,,1 Star,CA,,,,,Solano County Ret,Vallejo Ret,2013,1.03,1673.36,,,,,,,,,,,0,,,,1626,,,1935,,94590,
,,,,,,,,,,,,-,,-,-,-,-,-,-,,315 Tennessee St,,,,2013 Tax @ $0.61/sf,,Existing,2013 Tax @ $0.61/sf,,,Vallejo,,,,,,,Solano,,,,,,,,,,,,,,N,,,,0.373,,,38.1097303,,,,,,,-122.2575268,North Bay/Santa Rosa,,,,,,,,0,,,30,1,,,,,,,,,,,,315 Tennessee St,"Vallejo, CA  94590",,Characters Saloon,,0056-071-260,0056-071-260,5.67,,100,,,,,,,,5952358,General Retail,,,5291,Freestanding,A2MRZA,,,,,1 Star,CA,,,,,Solano County Ret,Vallejo Ret,2013,0.61,3228.62,,,,,,,,,,,0,,,,5291,,,1935,,94590,
,,,,,,,,,,,,7.92,,-,7.92,-,-,-,-,,1423 Tennessee St,,,,2014 Tax @ $1.60/sf,,Existing,2014 Tax @ $1.60/sf,,,Vallejo,,,,,Masonry,,Solano,,,,1500,,1500,,,,,,,,N,,,,0.16,,,38.109517,2101 Tennessee St,"Vallejo, CA  945904770",,,Krystle Property Management,7075546696,-122.2403256,North Bay/Santa Rosa,,1500,1500,,,,,0,,,5,2,,,,,,,,,,,,175 Windward Ct,"Vallejo, CA  945916938",,Chainarong Limvarapuss,,0057-074-020,0057-074-020,1.5,,62.5,,,,,,,,37039,General Retail,,,4000,Storefront Retail/Office,SO3423,,,1500,,2 Star,CA,,0,,0,Solano County Ret,Vallejo Ret,2014,1.6,6404.6,,,,1500,,,1500,0,1500,0,1500,,,,2000,,,1935,,945904656,
,,,,,,Pylon Sign,,,,,,-,,-,-,-,-,-,-,,1000 Broadway St,,,,2008 Tax @ $3.87/sf,,Existing,2008 Tax @ $3.87/sf,,,Vallejo,,,,,Masonry,,Solano,,,,,,,,,,,,Pylon Sign,,N,,,,0.3857,,,38.1163675,,,,,,,-122.2482135,North Bay/Santa Rosa,,,,,,,,0,,,24,1,,,,,,,,,,,,1000 Broadway St,"Vallejo, CA  94590",,Ladhar Harjinder S & P K,,0054-110-090,0054-110-090,9,,100,,,,,,,,7689299,General Retail,,,2666,Veterinarian/Kennel,B553ZA,,,,,2 Star,CA,,,,,Solano County Ret,Vallejo Ret,2008,3.87,10322.4,,,,,,,,,,,0,,,,3030,,,1936,,94590,
,,,,,,,,,,,,-,,-,-,-,-,-,-,,1245 Georgia St,,,,2013 Tax @ $0.71/sf,,Existing,2013 Tax @ $0.71/sf,,,Vallejo,,,,,,,Solano,,,,,,,,,,,,,,N,,,,0.2984,,,38.1006463,,,,,,,-122.2418904,North Bay/Santa Rosa,,,,,,,,0,,,25,1,,,,,,,,,,,,1245 Georgia St,"Vallejo, CA  94590",,Sandhu Bhinder S & Surjit K,,0059-011-080,0059-011-080,4.43,,100,,,,,,,,6033211,General Retail,,,5644,Freestanding,AIK0ZA,,,,,1 Star,CA,,,,,Solano County Ret,Vallejo Ret,2013,0.71,4006.04,,,,,,,,,,,0,,,,5644,,,1936,,94590,
,,,,,,,,,,,,-,,-,-,-,-,-,-,,1407 Georgia St,,,,2008 Tax @ $1.35/sf,,Existing,2008 Tax @ $1.35/sf,,,Vallejo,,,,,,,Solano,,,,,,,,,,,,,,N,,,,0.0914,,,38.1006108,,,,,,,-122.2399889,North Bay/Santa Rosa,,,,,,,,0,,,5,1,,,,,,,,,,,,62 Via La Morra Rd,"American Canyon, CA  94503",,Lieu Willie,,0059-051-110,0059-051-110,1.48,,100,,,,,,,,6043744,General Retail,,,3380,Storefront,APCV1A,,,,,1 Star,CA,,,,,Solano County Ret,Vallejo Ret,2008,1.35,4560.72,,,,,,,,,,,0,,,,3380,,,1936,,94590,
,,,,,,,,,,,,-,,-,-,-,-,-,-,,1407-1417 Georgia St,,,,2008 Tax @ $1.70/sf,,Existing,2008 Tax @ $1.70/sf,,,Vallejo,,,,,Masonry,,Solano,,,,,,,,,,,,,,N,,,,0.0914,,,38.100747,,,Antonio Silva,,Premier Real Estate,4156789181,-122.238961,North Bay/Santa Rosa,,,,,,,,0,,,2,1,,,,,,,,,,,,62 Via La Morra Rd,"American Canyon, CA  94503",,Lieu Willie,,0059-051-110,0059-051-110,,,100,,Antonio Silva,,,Antonio Silva,Premier Real Estate,4156789181,7666209,General Retail,,,2676,Storefront,BPRUYA,,,,,2 Star,CA,,,,,Solano County Ret,Vallejo Ret,2008,1.7,4560.72,,,,,,,,,,,0,,,,3041,,,1936,,94590,
,,,,,,,,,,,,-,,-,-,-,-,-,-,,1417 Georgia St,,,,2013 Tax @ $1.94/sf,,Existing,2013 Tax @ $1.94/sf,,,Vallejo,,,,,Masonry,,Solano,,,,,,,,,,,,,,N,,,,0.2755,10/12/2005 12:00,"695,000.00",38.100673,1407-1417 Georgia St,"Vallejo, CA  94590",Andrew Moskito,,Allied Ink,7076522191,-122.238798,North Bay/Santa Rosa,,,,,,,,0,,,2,,,,,,,,,,,,,62 Via La Morra Rd,"American Canyon, CA  94503",,Lieu Willie,,0059-051-010,0059-051-010,1.46,,100,,Andrew Moskito,,,Antonio Silva,Premier Real Estate,4156789181,4728878,General Retail,,,1373,Storefront,AQ6DAA,,,,,2 Star,CA,,,,,Solano County Ret,Vallejo Ret,2013,1.94,2659.5,,,,,,,,,,,0,,,,1560,,,1936,,945905705,"N/Av, Vallejo"
,,,,,,,,,,,,-,,-,-,-,-,-,-,,301 Main St,,,,"2013 Tax @ $0.97/sf, 2011 Est Tax @ $0.96/sf; 2011 Est Ops @ $8.52/sf",,Existing,"2013 Tax @ $0.97/sf, 2011 Est Tax @ $0.96/sf; 2011 Est Ops @ $8.52/sf",,,Vacaville,,,,,Masonry,,Solano,,,,,,,,,,,,,,N,,,,0.2852,,,38.356887,500 Ridgewood Dr,"Vacaville, CA  956882516",Jimmie Trevino,,Jimmie & Tillie J Trevino,7074489657,-121.989597,North Bay/Santa Rosa,,,,,,,,0,,,6,2,,,,,,,,,,,,500 Ridgewood Dr,"Vacaville, CA  956882516",,Trevino Trust,,0130-098-090,0130-098-090,,,100,,Jimmie Trevino,,,,,,5584735,General Retail,,,8000,Restaurant,AJ9IQA,,,,,2 Star,CA,,,,,Solano County Ret,Vacaville Ret,2013,0.97,7782.4,,,,,,,,,,,0,,,,4000,,,1937,,95688,
,,,,,,,,,,,,-,,-,-,-,-,-,-,,818-820 1st St,,,,2013 Tax @ $0.89/sf,,Existing,2013 Tax @ $0.89/sf,,,Benicia,,,,,Masonry,,Solano,,,,,,,,,,,,,,N,,,,0.08,,,38.0508009,,,,,,,-122.157512,North Bay/Santa Rosa,,,,,,,,0,,,6,1,,,,,,,,,,,,272 Sparrow St,"Vacaville, CA  95687",,Loera Agapito & M L,,0089-052-190,0089-052-190,1.57,,100,,,,,,,,6114957,General Retail,,,3827,Freestanding,AV7MVA,,,,,1 Star,CA,,,,,Solano County Ret,Benicia Ret,2013,0.89,3400.96,,,,,,,,,,,0,,,,3827,,,1937,,94510,
,,,,,,,,,,,,-,,-,-,-,-,-,-,,1417 Tennessee St,,,,2013 Tax @ $1.53/sf,,Existing,2013 Tax @ $1.53/sf,,,Vallejo,,,,,Reinforced Concrete,,Solano,,,,,,,,,,,,,,N,,,,0.1117,7/25/2003 12:00,"476,000.00",38.1095631,2950 Buskirk Ave Suite # 140,"Walnut Creek, CA  945977779",Nina Giannini,9259370150,"RE/MAX C.C. Connection, Inc.",9259370100,-122.2409145,North Bay/Santa Rosa,,,,,,,,0,,,20,1,,,,,,,,,,,,630 Tennessee St,"Vallejo, CA  945904433",,George R & Velma B Giannini,,0057-071-290,0057-071-290,5,,100,,Nina Giannini,,,,,,756416,General Retail,,,4000,Freestanding,SO3075,,,,,2 Star,CA,,,,,Solano County Ret,Vallejo Ret,2013,1.53,6119.8,,,,,,,,,,,0,,,,4000,,,1937,,945904653,"CL, Vallejo"
,,,,,,,,,,,,-,,-,-,-,-,-,-,,437-441 Georgia St,,,,2013 Tax @ $0.90/sf,,Existing,2013 Tax @ $0.90/sf,,,Vallejo,,,,,Wood Frame,,Solano,,,,,,,,,,,,,,N,,,,0.15,1/4/2006 12:00,"950,000.00",38.100821,,,,,,,-122.255309,North Bay/Santa Rosa,,,,,,,,0,,,5,2,,,,,,,,,,,,74 C St,"Vallejo, CA  94590",,Bartee Thomas W,,0056-194-180,0056-194-180,,,100,,,,,,,,1454986,General Retail,,,7996,Storefront Retail/Residential,634358,,,,,1 Star,CA,,,,,Solano County Ret,Vallejo Ret,2013,0.9,7202.2,,,,,,,,,,,0,,,,3998,,,1938,,94590,"CP, Vallejo"
,,,,,,,,,,,,-,,-,-,-,-,-,-,,510 Georgia St,,,,2008 Tax @ $0.66/sf,,Existing,2008 Tax @ $0.66/sf,,,Vallejo,,,,,Reinforced Concrete,,Solano,,,,,,,,,,,,,,N,,,,0.149,,,38.101363,,,,,,,-122.254506,North Bay/Santa Rosa,,,,,,,,0,,,,2,,,,,,,,,,,,510 Georgia St,"Vallejo, CA  945906007",,Clarke Natalia Family Trust,,0056-195-150,0056-195-150,,,100,,,,,,,,4434178,General Retail,,,13000,Freestanding,AAVWFA,,,,,1 Star,CA,,,,,Solano County Ret,Vallejo Ret,2008,0.66,8530.68,,,,,,,,,,,0,,,,6500,,,1938,,945906007,"CP, Vallejo"
,,,,,,,,,,,,-,,-,-,-,-,-,-,,1500 Tennessee St,,,,2013 Tax @ $0.80/sf,,Existing,2013 Tax @ $0.80/sf,,,Vallejo,,,,,Masonry,,Solano,,,,,,,,,,,,,,N,,,,0.18,,,38.1100249,,,,,,,-122.2401134,North Bay/Santa Rosa,,,,,,,,0,,,,2,,,,,,,,,,,,125 Serra Dr,"Vallejo, CA  94590",,John D & Lynn V Olson,,0057-044-140,0057-044-140,,,100,,,,,,,,8768019,General Retail,,,2236,Freestanding,CK86FA,,,,,2 Star,CA,,,,,Solano County Ret,Vallejo Ret,2013,0.8,1794.18,,,,,,,,,,,0,,,,1100,,,1938,,94590,
,,,,,,Signage,,,,,,-,,-,-,-,-,-,-,,618 Tuolumne St,,,,2013 Tax @ $1.15/sf,,Existing,2013 Tax @ $1.15/sf,,,Vallejo,,,,,,,Solano,,,,,,,,,,,,Signage,,N,,,,0.1216,,,38.105373,,,,,,,-122.237872,North Bay/Santa Rosa,,,,,,,,0,,,,2,,,,,,,,,,,,947 Lincoln Ave,"Napa, CA  945585066",,Rat Llc,,0057-151-230,0057-151-230,,,100,,,,,,,,1452658,General Retail,,,1800,Storefront,630619,,,,,2 Star,CA,,,,,Solano County Ret,Vallejo Ret,2013,1.15,2070.56,,,,,,,,,,,0,,,,900,,,1938,,94590,
,,,,,,,,,,,,-,,-,-,-,-,-,-,,401 York St,,,,2013 Tax @ $0.41/sf,,Existing,2013 Tax @ $0.41/sf,,,Vallejo,,,,,Masonry,,Solano,,,,,,,,,,,,,,N,,,,0.0231,,,38.099983,,,,,,,-122.256468,North Bay/Santa Rosa,,,,,,,,0,,,2,2,,,,,,,,,,,,401 York St,"Vallejo, CA  94590",,Phillips Carol J Trust,,0056-223-010,0056-223-010,,,100,,,,,,,,6022905,General Retail,,,4166,Storefront Retail/Residential,ABW11A,,,,,1 Star,CA,,,,,Solano County Ret,Vallejo Ret,2013,0.41,1695.28,,,,,,,,,,,0,,,,2082,,,1938,,94590,
,,,,,,,,,,,,-,,-,-,-,-,-,-,,507 York St,,,,2009 Tax @ $1.19/sf,,Existing,2009 Tax @ $1.19/sf,,,Vallejo,,,,,Reinforced Concrete,,Solano,,,,,,,,,,,,,,N,,,,0.4326,,,38.0998268,200 Rollingwood Dr,"Vallejo, CA  94591",Buck Kamphausen,,Kamphausen Buck,9167985848,-122.2547481,North Bay/Santa Rosa,,,,,,,,0,,,4,1,,,,,,,,,,,,200 Rollingwood Dr,"Vallejo, CA  94591",,Kamphausen Buck,9167985848,0056-223-040,0056-223-040,,,100,,Buck Kamphausen,,,,,,6022909,General Retail,,,5973,Storefront,ABW51A,,,,,1 Star,CA,,,,,Solano County Ret,Vallejo Ret,2009,1.19,7120.68,,,,,,,,,,,0,,,,5972,,,1938,,94590,
,,,,,,,,,,,,-,,-,-,-,-,-,-,,616 Nebraska St,,,,2013 Tax @ $0.46/sf,,Existing,2013 Tax @ $0.46/sf,,,Vallejo,,,,,Masonry,,Solano,,,,,,,,,,,,,,N,,,,0.13,,,38.113807,,,,,,,-122.249223,North Bay/Santa Rosa,,,,,,,,0,,,2,2,,,,,,,,,,,,616 Nebraska St,"Vallejo, CA  94590",,Santos Rafael G & Ester P,,0054-186-070,0054-186-070,,,100,,,,,,,,7690472,General Retail,,,3552,Storefront Retail/Residential,B5WJ1A,,,,,1 Star,CA,,,,,Solano County Ret,Vallejo Ret,2013,0.46,1636.16,,,,,,,,,,,0,,,,2018,,,1939,,94590,
,,,,,,,,,,,,-,,-,-,-,-,-,-,,2522 Mankas Corner Rd,,,,2013 Tax @ $3.73/sf,,Existing,2013 Tax @ $3.73/sf,,,Fairfield,,,,,,,Solano,,,,,,,,,,,,,,N,,,,0.85,39114.5,1450000,38.2858571,,,,,,,-122.1085105,North Bay/Santa Rosa,,,,,,,,0,,,,,,,,,,,,,,,,110 Railroad Ave,"Suisun City, CA  945851791",,Mankas Llc,,0026-220-070,0026-220-070,,,100,,,,,,,,6993649,General Retail,,,4974,,BP30JA,,,,,1 Star,CA,,,,,Solano County Ret,Fairfield Ret,2013,3.73,18542.26,,,,,,,,,,,0,,,,4974,,,1940,,94534,
,,,,,,Balcony,,,,,,-,,-,-,-,-,-,-,,4124 Pennsylvania Ave,,,,,,Existing,,,,Fairfield,,,,,,,Solano,,,,,,,,,,,,Balcony,,N,,,,,,,38.25876,5034 Sunrise Blvd,"Fair Oaks, CA  95628",Jo Stoval,,Coldwell Banker Commercial,9169668200,-122.05,North Bay/Santa Rosa,,,,,,,,0,,,,3,,,,,,,,,,,,,,,,,,,,,100,,Jo Stoval,,,,,,648159,General Retail,,,1440,Freestanding,SO5011,,,,,2 Star,CA,,,,,Solano County Ret,Fairfield Ret,,,,,,,,,,,,,,0,,,,1440,,,1940,,94533,SPA
,,,,,,Signalized Intersection,,,,,,15,,-,-,15,-,-,-,,801-803 Texas St,,,,2013 Tax @ $1.34/sf,,Existing,2013 Tax @ $1.34/sf,,,Fairfield,,,,,Wood Frame,,Solano,,,,750,Triple Net,750,,,,,,Signalized Intersection,,N,,,,0.17,,,38.248896,1300 Oliver Rd Suite # 300,"Fairfield, CA  945343413",Inam Khan,7074219958,"Premier Commercial, Inc.",7074367300,-122.043448,North Bay/Santa Rosa,,750,750,,,,,0,,,,1,,,,,,,,,,,,,,,Bedingfield Mary Alice,,0030-243-080,0030-243-080,,,86.17,,Inam Khan,,,,,,6804021,General Retail,,,5423,Storefront,B9QQGA,Direct - Triple Net,,750,,2 Star,CA,,0,,0,Solano County Ret,Fairfield Ret,2013,1.34,7276.58,,,,750,,,750,0,750,0,750,,,,5423,,,1940,,94533,
,,,,,,,,,,,,-,,-,-,-,-,-,-,,611 Florida St,,,,2013 Tax @ $0.55/sf,,Existing,2013 Tax @ $0.55/sf,,,Vallejo,,,,,Masonry,,Solano,,,,,,,,,,,,,,N,,,,0.119,,,38.104792,,,,,,,-122.256111,North Bay/Santa Rosa,,,,,,,,0,,,2,1,,,,,,,,,,,,124 Schwerin St,"San Francisco, CA  94134",,Ma Hung Ai,,0056-134-010,0056-134-010,,,100,,,,,,,,5002061,General Retail,,,8000,Storefront,ARLJIA,,,,,1 Star,CA,,,,,Solano County Ret,Vallejo Ret,2013,0.55,4400.54,,,,,,,,,,,0,,,,8000,,,1940,,94590,CP
,,,,,,,,,,,,4.8,,-,-,4.8,-,-,-,,333 Georgia St,,,,2013 Tax @ $0.67/sf,,Existing,2013 Tax @ $0.67/sf,,,Vallejo,,,,,Masonry,,Solano,,,,6500,Triple Net,6500,,,,,,,,N,,,,0.15,8/30/2002 12:00,"260,000.00",38.100865,2444 Wilshire Blvd Suite # 102,"Santa Monica, CA  904035808",Jesper Inglis,3108297010,Coldwell Banker Commercial NRT,3104470629,-122.257177,North Bay/Santa Rosa,,6500,6500,,,,,0,,,4,1,,,,,,,,,,,,625 Divisadero St,"San Francisco, CA  94117",,Allyn Judd,4159224881,0056-192-040,0056-192-040,,,0,,Jesper Inglis,,,,,,897570,General Retail,,,6500,Storefront,SO3345,Direct - Triple Net,,6500,,2 Star,CA,,0,,0,Solano County Ret,Vallejo Ret,2013,0.67,4367.74,,,,6500,,,6500,0,6500,0,6500,,,,6500,,,1940,,945905906,
,,,,,,,,,,,,-,,-,-,-,-,-,-,,1030 Georgia St,,,,2013 Tax @ $2.15/sf,,Existing,2013 Tax @ $2.15/sf,,,Vallejo,,,,,Masonry,,Solano,,,,,,,,,,,,,,N,,,,0.2984,5/18/2005 12:00,"900,000.00",38.101135,,,,,,,-122.245562,North Bay/Santa Rosa,,,,,,,,0,,,20,2,,,,,,,,,,,,,,,,,0056-213-090,0056-213-100,2.68,,100,,,,,,,,4649805,General Retail,,,5600,Storefront Retail/Residential,ANSZKA,,,,,1 Star,CA,,,,,Solano County Ret,Vallejo Ret,2013,2.15,12048.8,,,,,,,,,,,0,,,,2800,,,1940,,945906324,"LDR, Vallejo"
,,,,,,,,,,,,-,,-,-,-,-,-,-,,327-333 Maine St,,,,2011 Tax @ $0.95/sf,,Existing,2011 Tax @ $0.95/sf,,,Vallejo,,,,,Masonry,,Solano,Sonoma Blvd.,,,,,,,,,,,,,N,,,,0.298,4/19/2005 12:00,"795,000.00",38.098835,,,,,,,-122.255655,North Bay/Santa Rosa,,,,,,,,0,,,,1,,,,,,,,,,,,200 Rollingwood Dr,"Vallejo, CA  94591",,Kamphausen Buck,,0056-224-040,0056-224-040,,,100,,,,,,,,1135383,General Retail,,,11440,Freestanding,260843,,,,,1 Star,CA,,,,,Solano County Ret,Vallejo Ret,2011,0.95,10858.9,,,,,,,,,,,0,,,,13000,,,1940,,945906033,"N/Av, Vallejo"
,,,,,,Pylon Sign,,,,,,72,,-,-,72,-,-,-,,1830 Springs Rd,,,,2013 Tax @ $1.34/sf,,Existing,2013 Tax @ $1.34/sf,,,Vallejo,,,,,Wood Frame,,Solano,,,,100,Triple Net,100,,,,,,Pylon Sign,,N,,,,0.363,12/12/2014 12:00,,38.106312,5239 Oakridge Dr,"Fairfield, CA  94534",Kiran Sidher,,Raj K & Kiran R Sidher,7078643107,-122.221396,North Bay/Santa Rosa,,100,100,,,,,0,,,20,1,,,,,,,,,,,,1830 Springs Rd,"Vallejo, CA  94591",,Sonia Ents Llc,,0069-150-240,0069-150-240,5.68,,97.16,,Kiran Sidher,,,,,,4118257,General Retail,,,3520,Freestanding,927957,Direct - Triple Net,,100,,1 Star,CA,,0,,0,Solano County Ret,Vallejo Ret,2013,1.34,4724.88,,,,100,,,100,0,100,0,100,,,,4000,,,1940,,94591,"C2, Vallejo"
